,SequenceA,SequenceB,Similarity,Complementarity
45179,189,197,3,2
45180,189,198,1,3
45181,189,199,2,2
45182,189,200,5,5
45183,189,201,4,3
45184,189,202,2,3
45185,189,203,3,3
45186,189,204,3,2
45187,189,205,2,2
45188,189,206,4,5
45189,189,207,5,5
45190,189,208,0,4
45191,189,209,2,5
45192,189,210,0,4
45193,189,211,2,4
45194,189,212,6,2
45195,189,213,3,2
45196,189,214,3,4
45197,189,215,3,3
45198,189,216,2,2
45199,189,217,3,4
45200,189,218,3,4
45201,189,219,2,2
45202,189,220,2,3
45203,189,221,2,1
45204,189,222,0,4
45205,189,223,2,3
45206,189,224,2,3
45207,189,225,1,2
45208,189,226,4,3
45209,189,227,3,4
45210,189,228,0,4
45211,189,229,4,2
45212,189,230,5,2
45213,189,231,0,4
45214,189,232,4,3
45215,189,233,3,2
45216,189,234,0,4
45217,189,235,0,4
45218,189,236,2,4
45219,189,237,2,2
45220,190,0,2,1
45221,190,1,3,2
45222,190,2,4,4
45223,190,3,3,1
45224,190,4,1,4
45225,190,5,3,3
45226,190,6,3,2
45227,190,7,2,2
45228,190,8,3,4
45229,190,9,2,3
45230,190,10,2,2
45231,190,11,2,2
45232,190,12,0,2
45233,190,13,2,2
45234,190,14,2,2
45235,190,15,3,3
45236,190,16,2,2
45237,190,17,0,2
45238,190,18,0,2
45239,190,19,2,2
45240,190,20,5,3
45241,190,21,0,2
45242,190,22,0,2
45243,190,23,2,1
45244,190,24,4,2
45245,190,25,2,1
45246,190,26,1,3
45247,190,27,2,2
45248,190,28,4,1
45249,190,29,5,2
45250,190,30,3,4
45251,190,31,3,4
45252,190,32,3,3
45253,190,33,0,2
45254,190,34,2,1
45255,190,35,2,3
45256,190,36,2,2
45257,190,37,3,5
45258,190,38,3,2
45259,190,39,2,2
45260,190,40,3,1
45261,190,41,4,4
45262,190,42,2,3
45263,190,43,1,1
45264,190,44,1,2
45265,190,45,2,1
45266,190,46,1,1
45267,190,47,2,2
45268,190,48,5,2
45269,190,49,3,4
45270,190,50,3,2
45271,190,51,2,2
45272,190,52,2,2
45273,190,53,1,4
45274,190,54,1,1
45275,190,55,2,3
45276,190,56,3,2
45277,190,57,3,2
45278,190,58,2,1
45279,190,59,3,3
45280,190,60,3,2
45281,190,61,2,3
45282,190,62,1,2
45283,190,63,0,2
45284,190,64,4,1
45285,190,65,2,2
45286,190,66,0,2
45287,190,67,0,2
45288,190,68,2,2
45289,190,69,2,5
45290,190,70,3,3
45291,190,71,4,2
45292,190,72,3,1
45293,190,73,1,4
45294,190,74,2,3
45295,190,75,0,2
45296,190,76,0,2
45297,190,77,4,4
45298,190,78,3,1
45299,190,79,2,4
45300,190,80,3,2
45301,190,81,2,2
45302,190,82,2,2
45303,190,83,2,3
45304,190,84,2,4
45305,190,85,2,2
45306,190,86,0,2
45307,190,87,1,1
45308,190,88,2,4
45309,190,89,3,2
45310,190,90,1,4
45311,190,91,2,1
45312,190,92,2,1
45313,190,93,3,4
45314,190,94,2,3
45315,190,95,5,3
45316,190,96,2,2
45317,190,97,4,2
45318,190,98,3,2
45319,190,99,1,4
45320,190,100,2,4
45321,190,101,1,2
45322,190,102,1,2
45323,190,103,2,1
45324,190,104,4,2
45325,190,105,3,2
45326,190,106,2,1
45327,190,107,2,3
45328,190,108,2,1
45329,190,109,2,2
45330,190,110,3,1
45331,190,111,3,3
45332,190,112,3,2
45333,190,113,2,2
45334,190,114,4,2
45335,190,115,3,2
45336,190,116,3,2
45337,190,117,1,3
45338,190,118,3,2
45339,190,119,4,1
45340,190,120,2,2
45341,190,121,2,1
45342,190,122,2,4
45343,190,123,3,2
45344,190,124,3,3
45345,190,125,1,3
45346,190,126,2,2
45347,190,127,4,2
45348,190,128,3,2
45349,190,129,3,4
45350,190,130,2,2
45351,190,131,3,1
45352,190,132,1,4
45353,190,133,2,4
45354,190,134,2,4
45355,190,135,3,2
45356,190,136,3,2
45357,190,137,2,1
45358,190,138,1,2
45359,190,139,3,2
45360,190,140,2,2
45361,190,141,3,3
45362,190,142,3,3
45363,190,143,2,1
45364,190,144,1,1
45365,190,145,4,3
45366,190,146,2,3
45367,190,147,2,2
45368,190,148,5,2
45369,190,149,5,3
45370,190,150,3,2
45371,190,151,3,1
45372,190,152,4,1
45373,190,153,1,6
45374,190,154,0,2
45375,190,155,3,2
45376,190,156,4,2
45377,190,157,3,2
45378,190,158,2,2
45379,190,159,3,1
45380,190,160,4,2
45381,190,161,0,2
45382,190,162,0,2
45383,190,163,3,5
45384,190,164,3,4
45385,190,165,3,4
45386,190,166,3,2
45387,190,167,2,2
45388,190,168,3,3
45389,190,169,0,2
45390,190,170,0,2
45391,190,171,2,3
45392,190,172,1,4
45393,190,173,3,4
45394,190,174,2,3
45395,190,175,0,2
45396,190,176,0,2
45397,190,177,4,1
45398,190,178,3,1
45399,190,179,2,2
45400,190,180,0,2
45401,190,181,0,2
45402,190,182,2,2
45403,190,183,2,5
45404,190,184,3,1
45405,190,185,2,2
45406,190,186,2,2
45407,190,187,2,3
45408,190,188,7,2
45409,190,189,2,2
45410,190,190,0,2
45411,190,191,0,2
45412,190,192,2,2
45413,190,193,2,2
45414,190,194,3,1
45415,190,195,2,2
45416,190,196,4,2
45417,190,197,3,3
45418,190,198,3,2
45419,190,199,3,2
45420,190,200,2,4
45421,190,201,4,2
45422,190,202,3,2
45423,190,203,0,2
45424,190,204,3,1
45425,190,205,3,2
45426,190,206,6,2
45427,190,207,3,2
45428,190,208,3,2
45429,190,209,2,2
45430,190,210,2,2
45431,190,211,3,3
45432,190,212,1,2
45433,190,213,5,3
45434,190,214,3,2
45435,190,215,3,2
45436,190,216,1,2
45437,190,217,3,2
45438,190,218,3,2
45439,190,219,2,1
45440,190,220,2,1
45441,190,221,5,2
45442,190,222,3,2
45443,190,223,1,2
45444,190,224,3,1
45445,190,225,2,3
45446,190,226,3,1
45447,190,227,4,2
45448,190,228,2,1
45449,190,229,4,1
45450,190,230,1,2
45451,190,231,5,3
45452,190,232,4,2
45453,190,233,3,2
45454,190,234,3,3
45455,190,235,3,4
45456,190,236,3,1
45457,190,237,2,1
45458,191,0,4,2
45459,191,1,3,3
45460,191,2,2,2
45461,191,3,1,2
45462,191,4,6,2
45463,191,5,1,2
45464,191,6,2,1
45465,191,7,2,3
45466,191,8,2,2
45467,191,9,5,2
45468,191,10,2,2
45469,191,11,2,1
45470,191,12,0,1
45471,191,13,1,1
45472,191,14,3,3
45473,191,15,2,4
45474,191,16,3,2
45475,191,17,0,1
45476,191,18,0,1
45477,191,19,3,1
45478,191,20,3,2
45479,191,21,0,1
45480,191,22,0,1
45481,191,23,2,1
45482,191,24,2,2
45483,191,25,3,2
45484,191,26,2,3
45485,191,27,2,2
45486,191,28,1,2
45487,191,29,2,2
45488,191,30,4,2
45489,191,31,2,2
45490,191,32,3,2
45491,191,33,0,1
45492,191,34,1,1
45493,191,35,2,3
45494,191,36,3,2
45495,191,37,3,2
45496,191,38,3,2
45497,191,39,2,2
45498,191,40,3,2
45499,191,41,2,3
45500,191,42,3,2
45501,191,43,3,2
45502,191,44,4,2
45503,191,45,1,2
45504,191,46,1,2
45505,191,47,4,2
45506,191,48,2,2
45507,191,49,2,2
45508,191,50,2,1
45509,191,51,2,3
45510,191,52,3,3
45511,191,53,2,2
45512,191,54,1,3
45513,191,55,2,3
45514,191,56,2,1
45515,191,57,2,3
45516,191,58,1,2
45517,191,59,2,3
45518,191,60,3,1
45519,191,61,2,3
45520,191,62,4,1
45521,191,63,0,1
45522,191,64,3,1
45523,191,65,3,2
45524,191,66,0,1
45525,191,67,0,1
45526,191,68,2,2
45527,191,69,2,2
45528,191,70,2,3
45529,191,71,3,2
45530,191,72,1,2
45531,191,73,5,3
45532,191,74,1,3
45533,191,75,0,1
45534,191,76,0,1
45535,191,77,1,2
45536,191,78,3,2
45537,191,79,1,2
45538,191,80,2,3
45539,191,81,3,2
45540,191,82,1,2
45541,191,83,3,2
45542,191,84,3,3
45543,191,85,2,2
45544,191,86,0,1
45545,191,87,2,1
45546,191,88,2,3
45547,191,89,2,2
45548,191,90,2,2
45549,191,91,1,1
45550,191,92,3,1
45551,191,93,3,2
45552,191,94,2,2
45553,191,95,1,3
45554,191,96,1,2
45555,191,97,2,3
45556,191,98,2,3
45557,191,99,1,2
45558,191,100,3,2
45559,191,101,2,3
45560,191,102,3,1
45561,191,103,1,1
45562,191,104,3,1
45563,191,105,4,1
45564,191,106,2,2
45565,191,107,1,2
45566,191,108,2,1
45567,191,109,2,1
45568,191,110,1,1
45569,191,111,2,3
45570,191,112,2,2
45571,191,113,2,3
45572,191,114,2,2
45573,191,115,2,2
45574,191,116,2,2
45575,191,117,1,2
45576,191,118,3,1
45577,191,119,3,2
45578,191,120,2,1
45579,191,121,1,1
45580,191,122,2,3
45581,191,123,2,3
45582,191,124,3,3
45583,191,125,3,2
45584,191,126,2,2
45585,191,127,1,1
45586,191,128,1,2
45587,191,129,3,2
45588,191,130,3,2
45589,191,131,1,1
45590,191,132,2,2
45591,191,133,2,2
45592,191,134,1,2
45593,191,135,3,2
45594,191,136,3,1
45595,191,137,1,1
45596,191,138,3,2
45597,191,139,3,3
45598,191,140,2,2
45599,191,141,2,4
45600,191,142,1,2
45601,191,143,1,1
45602,191,144,2,1
45603,191,145,2,3
45604,191,146,2,2
45605,191,147,2,2
45606,191,148,3,2
45607,191,149,3,2
45608,191,150,2,2
45609,191,151,3,1
45610,191,152,1,2
45611,191,153,2,2
45612,191,154,0,1
45613,191,155,2,2
45614,191,156,2,2
45615,191,157,2,2
45616,191,158,2,2
45617,191,159,1,3
45618,191,160,2,2
45619,191,161,0,1
45620,191,162,0,1
45621,191,163,2,2
45622,191,164,1,2
45623,191,165,3,2
45624,191,166,2,3
45625,191,167,2,2
45626,191,168,4,3
45627,191,169,0,1
45628,191,170,0,1
45629,191,171,2,2
45630,191,172,2,3
45631,191,173,1,2
45632,191,174,2,2
45633,191,175,0,1
45634,191,176,0,1
45635,191,177,1,1
45636,191,178,2,1
45637,191,179,3,3
45638,191,180,0,1
45639,191,181,0,1
45640,191,182,2,1
45641,191,183,2,2
45642,191,184,2,2
45643,191,185,2,3
45644,191,186,3,1
45645,191,187,3,2
45646,191,188,4,1
45647,191,189,2,2
45648,191,190,0,1
45649,191,191,0,1
45650,191,192,2,1
45651,191,193,3,2
45652,191,194,1,2
45653,191,195,1,2
45654,191,196,3,1
45655,191,197,1,2
45656,191,198,2,2
45657,191,199,2,3
45658,191,200,2,3
45659,191,201,2,2
45660,191,202,3,3
45661,191,203,0,1
45662,191,204,1,1
45663,191,205,3,3
45664,191,206,4,3
45665,191,207,2,3
45666,191,208,1,1
45667,191,209,1,2
45668,191,210,2,2
45669,191,211,1,2
45670,191,212,1,1
45671,191,213,2,2
45672,191,214,2,1
45673,191,215,1,2
45674,191,216,3,2
45675,191,217,2,3
45676,191,218,4,4
45677,191,219,2,1
45678,191,220,1,1
45679,191,221,2,3
45680,191,222,2,2
45681,191,223,1,1
45682,191,224,1,1
45683,191,225,1,2
45684,191,226,3,1
45685,191,227,4,2
45686,191,228,2,2
45687,191,229,2,1
45688,191,230,2,1
45689,191,231,2,2
45690,191,232,1,2
45691,191,233,4,3
45692,191,234,1,3
45693,191,235,4,2
45694,191,236,1,2
45695,191,237,1,3
45696,192,0,2,2
45697,192,1,2,2
45698,192,2,2,2
45699,192,3,3,2
45700,192,4,1,2
45701,192,5,3,4
45702,192,6,2,2
45703,192,7,2,3
45704,192,8,2,3
45705,192,9,2,2
45706,192,10,3,2
45707,192,11,1,3
45708,192,12,1,3
45709,192,13,0,1
45710,192,14,2,2
45711,192,15,3,2
45712,192,16,2,2
45713,192,17,1,2
45714,192,18,2,1
45715,192,19,0,1
45716,192,20,3,2
45717,192,21,3,4
45718,192,22,1,1
45719,192,23,0,1
45720,192,24,2,2
45721,192,25,2,3
45722,192,26,2,2
45723,192,27,1,2
45724,192,28,2,3
45725,192,29,1,2
45726,192,30,2,3
45727,192,31,2,3
45728,192,32,3,3
45729,192,33,1,3
45730,192,34,3,3
45731,192,35,3,2
45732,192,36,3,1
45733,192,37,2,2
45734,192,38,2,3
45735,192,39,5,1
45736,192,40,1,1
45737,192,41,2,3
45738,192,42,3,2
45739,192,43,3,2
45740,192,44,2,2
45741,192,45,1,1
45742,192,46,4,2
45743,192,47,3,1
45744,192,48,1,2
45745,192,49,3,3
45746,192,50,2,3
45747,192,51,1,2
45748,192,52,3,2
45749,192,53,2,2
45750,192,54,3,2
45751,192,55,3,3
45752,192,56,3,1
45753,192,57,1,2
45754,192,58,1,4
45755,192,59,4,2
45756,192,60,2,2
45757,192,61,3,1
45758,192,62,2,3
45759,192,63,2,2
45760,192,64,3,3
45761,192,65,3,2
45762,192,66,3,3
45763,192,67,2,3
45764,192,68,4,2
45765,192,69,3,1
45766,192,70,1,2
45767,192,71,4,3
45768,192,72,2,3
45769,192,73,3,2
45770,192,74,4,1
45771,192,75,2,2
45772,192,76,1,3
45773,192,77,3,3
45774,192,78,1,3
45775,192,79,2,3
45776,192,80,2,3
45777,192,81,2,2
45778,192,82,2,3
45779,192,83,3,1
45780,192,84,1,2
45781,192,85,3,3
45782,192,86,2,2
45783,192,87,2,1
45784,192,88,1,3
45785,192,89,3,1
45786,192,90,2,3
45787,192,91,1,3
45788,192,92,2,3
45789,192,93,2,2
45790,192,94,2,1
45791,192,95,1,3
45792,192,96,3,1
45793,192,97,2,2
45794,192,98,2,3
45795,192,99,3,1
45796,192,100,4,2
45797,192,101,2,2
45798,192,102,2,2
45799,192,103,2,4
45800,192,104,3,2
45801,192,105,1,3
45802,192,106,2,2
45803,192,107,1,1
45804,192,108,5,2
45805,192,109,2,1
45806,192,110,3,1
45807,192,111,2,2
45808,192,112,3,2
45809,192,113,2,4
45810,192,114,7,3
45811,192,115,2,1
45812,192,116,2,3
45813,192,117,3,2
45814,192,118,2,3
45815,192,119,2,3
45816,192,120,2,3
45817,192,121,3,2
45818,192,122,2,2
45819,192,123,2,3
45820,192,124,2,2
45821,192,125,2,2
45822,192,126,4,3
45823,192,127,3,3
45824,192,128,2,2
45825,192,129,1,3
45826,192,130,3,3
45827,192,131,2,1
45828,192,132,2,2
45829,192,133,2,1
45830,192,134,2,3
45831,192,135,2,5
45832,192,136,1,2
45833,192,137,3,2
45834,192,138,4,2
45835,192,139,3,2
45836,192,140,2,2
45837,192,141,1,4
45838,192,142,1,5
45839,192,143,3,3
45840,192,144,2,1
45841,192,145,2,3
45842,192,146,4,2
45843,192,147,2,2
45844,192,148,2,4
45845,192,149,2,2
45846,192,150,2,3
45847,192,151,3,3
45848,192,152,1,3
45849,192,153,4,2
45850,192,154,5,2
45851,192,155,3,3
45852,192,156,2,3
45853,192,157,5,5
45854,192,158,1,3
45855,192,159,3,3
45856,192,160,4,2
45857,192,161,2,2
45858,192,162,2,2
45859,192,163,3,3
45860,192,164,3,1
45861,192,165,5,4
45862,192,166,2,3
45863,192,167,3,2
45864,192,168,1,2
45865,192,169,1,2
45866,192,170,2,2
45867,192,171,3,2
45868,192,172,1,3
45869,192,173,2,3
45870,192,174,0,1
45871,192,175,2,2
45872,192,176,6,2
45873,192,177,1,2
45874,192,178,2,3
45875,192,179,2,2
45876,192,180,3,2
45877,192,181,3,3
45878,192,182,3,2
45879,192,183,2,5
45880,192,184,1,3
45881,192,185,2,3
45882,192,186,4,1
45883,192,187,2,2
45884,192,188,1,2
45885,192,189,2,2
45886,192,190,2,2
45887,192,191,2,1
45888,192,192,0,1
45889,192,193,1,2
45890,192,194,1,3
45891,192,195,1,3
45892,192,196,1,1
45893,192,197,1,1
45894,192,198,3,3
45895,192,199,4,3
45896,192,200,1,3
45897,192,201,2,2
45898,192,202,2,3
45899,192,203,3,2
45900,192,204,2,3
45901,192,205,3,2
45902,192,206,2,2
45903,192,207,2,3
45904,192,208,2,3
45905,192,209,2,1
45906,192,210,1,2
45907,192,211,2,2
45908,192,212,2,3
45909,192,213,1,3
45910,192,214,0,1
45911,192,215,6,4
45912,192,216,2,2
45913,192,217,2,3
45914,192,218,4,3
45915,192,219,3,4
45916,192,220,1,1
45917,192,221,3,2
45918,192,222,2,3
45919,192,223,1,3
45920,192,224,2,1
45921,192,225,3,3
45922,192,226,4,2
45923,192,227,3,3
45924,192,228,3,4
45925,192,229,1,3
45926,192,230,2,3
45927,192,231,2,3
45928,192,232,4,3
45929,192,233,3,3
45930,192,234,3,3
45931,192,235,2,3
45932,192,236,0,1
45933,192,237,1,2
45934,193,0,4,3
45935,193,1,4,3
45936,193,2,2,6
45937,193,3,2,4
45938,193,4,2,2
45939,193,5,1,2
45940,193,6,0,3
45941,193,7,0,3
45942,193,8,2,2
45943,193,9,3,2
45944,193,10,3,3
45945,193,11,2,2
45946,193,12,2,2
45947,193,13,2,1
45948,193,14,2,3
45949,193,15,1,2
45950,193,16,2,2
45951,193,17,2,3
45952,193,18,3,3
45953,193,19,2,2
45954,193,20,2,1
45955,193,21,2,2
45956,193,22,2,3
45957,193,23,1,2
45958,193,24,0,3
45959,193,25,1,3
45960,193,26,3,3
45961,193,27,0,3
45962,193,28,2,2
45963,193,29,3,2
45964,193,30,1,2
45965,193,31,3,4
45966,193,32,3,1
45967,193,33,2,1
45968,193,34,1,1
45969,193,35,3,3
45970,193,36,5,3
45971,193,37,2,5
45972,193,38,1,3
45973,193,39,1,2
45974,193,40,0,3
45975,193,41,3,3
45976,193,42,3,2
45977,193,43,0,3
45978,193,44,0,3
45979,193,45,3,3
45980,193,46,1,1
45981,193,47,0,3
45982,193,48,1,1
45983,193,49,3,3
45984,193,50,2,2
45985,193,51,2,3
45986,193,52,2,1
45987,193,53,3,1
45988,193,54,2,5
45989,193,55,0,3
45990,193,56,0,3
45991,193,57,3,1
45992,193,58,4,1
45993,193,59,3,4
45994,193,60,4,1
45995,193,61,3,3
45996,193,62,3,1
45997,193,63,3,3
45998,193,64,1,2
45999,193,65,2,3
46000,193,66,3,1
46001,193,67,3,2
46002,193,68,3,3
46003,193,69,2,3
46004,193,70,3,4
46005,193,71,4,4
46006,193,72,2,4
46007,193,73,4,2
46008,193,74,2,3
46009,193,75,2,2
46010,193,76,2,1
46011,193,77,1,2
46012,193,78,0,3
46013,193,79,0,3
46014,193,80,3,2
46015,193,81,3,2
46016,193,82,2,2
46017,193,83,2,2
46018,193,84,3,3
46019,193,85,3,2
46020,193,86,3,2
46021,193,87,3,4
46022,193,88,3,3
46023,193,89,3,2
46024,193,90,3,4
46025,193,91,1,2
46026,193,92,4,2
46027,193,93,3,3
46028,193,94,2,3
46029,193,95,2,1
46030,193,96,3,3
46031,193,97,2,3
46032,193,98,3,1
46033,193,99,3,3
46034,193,100,4,2
46035,193,101,3,4
46036,193,102,3,3
46037,193,103,3,2
46038,193,104,0,3
46039,193,105,2,2
46040,193,106,3,3
46041,193,107,1,1
46042,193,108,2,3
46043,193,109,5,3
46044,193,110,1,4
46045,193,111,3,1
46046,193,112,2,2
46047,193,113,3,3
46048,193,114,3,5
46049,193,115,0,3
46050,193,116,1,1
46051,193,117,2,1
46052,193,118,1,3
46053,193,119,1,3
46054,193,120,2,3
46055,193,121,1,1
46056,193,122,3,2
46057,193,123,1,3
46058,193,124,2,3
46059,193,125,1,2
46060,193,126,2,3
46061,193,127,3,2
46062,193,128,2,2
46063,193,129,1,3
46064,193,130,3,3
46065,193,131,2,4
46066,193,132,2,3
46067,193,133,1,3
46068,193,134,2,3
46069,193,135,2,1
46070,193,136,4,5
46071,193,137,1,2
46072,193,138,0,3
46073,193,139,2,2
46074,193,140,0,3
46075,193,141,2,2
46076,193,142,2,1
46077,193,143,1,1
46078,193,144,1,2
46079,193,145,2,4
46080,193,146,0,3
46081,193,147,0,3
46082,193,148,3,2
46083,193,149,2,3
46084,193,150,2,3
46085,193,151,1,2
46086,193,152,2,2
46087,193,153,1,3
46088,193,154,1,2
46089,193,155,2,2
46090,193,156,3,3
46091,193,157,2,4
46092,193,158,2,2
46093,193,159,0,3
46094,193,160,2,2
46095,193,161,2,3
46096,193,162,2,3
46097,193,163,1,3
46098,193,164,2,2
46099,193,165,3,4
46100,193,166,3,1
46101,193,167,3,4
46102,193,168,3,2
46103,193,169,3,3
46104,193,170,2,3
46105,193,171,3,2
46106,193,172,3,2
46107,193,173,3,4
46108,193,174,2,2
46109,193,175,4,3
46110,193,176,1,2
46111,193,177,0,3
46112,193,178,0,3
46113,193,179,0,3
46114,193,180,1,2
46115,193,181,2,2
46116,193,182,0,3
46117,193,183,3,4
46118,193,184,3,2
46119,193,185,3,3
46120,193,186,4,4
46121,193,187,0,3
46122,193,188,1,2
46123,193,189,3,3
46124,193,190,2,2
46125,193,191,3,2
46126,193,192,1,2
46127,193,193,0,3
46128,193,194,1,2
46129,193,195,0,3
46130,193,196,0,3
46131,193,197,0,3
46132,193,198,3,2
46133,193,199,2,2
46134,193,200,2,2
46135,193,201,2,2
46136,193,202,5,2
46137,193,203,1,3
46138,193,204,3,3
46139,193,205,2,3
46140,193,206,4,2
46141,193,207,2,2
46142,193,208,1,1
46143,193,209,0,3
46144,193,210,2,2
46145,193,211,3,1
46146,193,212,1,1
46147,193,213,3,4
46148,193,214,2,1
46149,193,215,2,4
46150,193,216,3,2
46151,193,217,3,2
46152,193,218,4,3
46153,193,219,4,1
46154,193,220,5,2
46155,193,221,3,2
46156,193,222,3,2
46157,193,223,2,3
46158,193,224,3,0
46159,193,225,0,3
46160,193,226,3,5
46161,193,227,2,2
46162,193,228,3,4
46163,193,229,2,2
46164,193,230,0,3
46165,193,231,1,1
46166,193,232,2,3
46167,193,233,5,4
46168,193,234,1,2
46169,193,235,4,3
46170,193,236,2,2
46171,193,237,3,3
46172,194,0,4,3
46173,194,1,0,2
46174,194,2,3,3
46175,194,3,0,2
46176,194,4,3,5
46177,194,5,0,2
46178,194,6,3,3
46179,194,7,4,2
46180,194,8,3,3
46181,194,9,1,3
46182,194,10,0,2
46183,194,11,4,1
46184,194,12,4,2
46185,194,13,2,1
46186,194,14,4,3
46187,194,15,4,4
46188,194,16,0,2
46189,194,17,2,3
46190,194,18,1,3
46191,194,19,2,2
46192,194,20,4,1
46193,194,21,1,1
46194,194,22,3,3
46195,194,23,1,1
46196,194,24,2,6
46197,194,25,4,3
46198,194,26,1,2
46199,194,27,1,2
46200,194,28,2,2
46201,194,29,4,2
46202,194,30,2,4
46203,194,31,2,3
46204,194,32,3,1
46205,194,33,2,4
46206,194,34,3,1
46207,194,35,2,3
46208,194,36,2,2
46209,194,37,3,3
46210,194,38,2,3
46211,194,39,1,2
46212,194,40,2,4
46213,194,41,2,3
46214,194,42,3,2
46215,194,43,1,4
46216,194,44,1,1
46217,194,45,3,3
46218,194,46,1,2
46219,194,47,1,3
46220,194,48,5,3
46221,194,49,2,3
46222,194,50,2,2
46223,194,51,2,4
46224,194,52,0,2
46225,194,53,1,2
46226,194,54,2,3
46227,194,55,1,2
46228,194,56,2,1
46229,194,57,0,2
46230,194,58,2,4
46231,194,59,2,3
46232,194,60,0,2
46233,194,61,0,2
46234,194,62,1,1
46235,194,63,1,2
46236,194,64,4,2
46237,194,65,4,2
46238,194,66,2,2
46239,194,67,1,1
46240,194,68,2,3
46241,194,69,0,2
46242,194,70,3,4
46243,194,71,6,2
46244,194,72,4,7
46245,194,73,0,2
46246,194,74,0,2
46247,194,75,3,1
46248,194,76,2,1
46249,194,77,3,2
46250,194,78,4,3
46251,194,79,1,2
46252,194,80,3,2
46253,194,81,4,4
46254,194,82,4,3
46255,194,83,2,2
46256,194,84,3,2
46257,194,85,1,3
46258,194,86,2,1
46259,194,87,3,2
46260,194,88,3,5
46261,194,89,4,5
46262,194,90,1,3
46263,194,91,3,5
46264,194,92,0,2
46265,194,93,5,3
46266,194,94,1,3
46267,194,95,3,3
46268,194,96,3,3
46269,194,97,0,2
46270,194,98,0,2
46271,194,99,3,3
46272,194,100,2,2
46273,194,101,3,2
46274,194,102,2,1
46275,194,103,2,1
46276,194,104,3,1
46277,194,105,4,2
46278,194,106,3,3
46279,194,107,3,1
46280,194,108,0,2
46281,194,109,5,3
46282,194,110,1,4
46283,194,111,0,2
46284,194,112,2,2
46285,194,113,2,2
46286,194,114,5,2
46287,194,115,6,2
46288,194,116,4,1
46289,194,117,4,1
46290,194,118,3,2
46291,194,119,0,2
46292,194,120,3,2
46293,194,121,4,3
46294,194,122,2,2
46295,194,123,0,2
46296,194,124,3,3
46297,194,125,3,4
46298,194,126,2,2
46299,194,127,3,3
46300,194,128,3,2
46301,194,129,0,2
46302,194,130,2,4
46303,194,131,5,3
46304,194,132,3,1
46305,194,133,2,2
46306,194,134,1,3
46307,194,135,0,2
46308,194,136,4,5
46309,194,137,3,3
46310,194,138,4,3
46311,194,139,8,4
46312,194,140,3,1
46313,194,141,3,3
46314,194,142,0,2
46315,194,143,1,3
46316,194,144,3,2
46317,194,145,2,2
46318,194,146,2,2
46319,194,147,2,4
46320,194,148,2,3
46321,194,149,0,2
46322,194,150,3,5
46323,194,151,4,7
46324,194,152,5,2
46325,194,153,2,2
46326,194,154,2,3
46327,194,155,3,2
46328,194,156,2,2
46329,194,157,4,3
46330,194,158,3,6
46331,194,159,3,2
46332,194,160,0,2
46333,194,161,1,1
46334,194,162,1,3
46335,194,163,3,6
46336,194,164,0,2
46337,194,165,5,3
46338,194,166,2,1
46339,194,167,2,3
46340,194,168,3,3
46341,194,169,3,3
46342,194,170,4,2
46343,194,171,3,2
46344,194,172,0,2
46345,194,173,3,1
46346,194,174,1,1
46347,194,175,2,1
46348,194,176,1,3
46349,194,177,3,2
46350,194,178,3,2
46351,194,179,1,3
46352,194,180,3,1
46353,194,181,1,2
46354,194,182,2,1
46355,194,183,4,3
46356,194,184,4,6
46357,194,185,3,2
46358,194,186,1,3
46359,194,187,2,3
46360,194,188,4,5
46361,194,189,2,4
46362,194,190,3,1
46363,194,191,1,2
46364,194,192,1,3
46365,194,193,1,2
46366,194,194,0,2
46367,194,195,2,2
46368,194,196,3,3
46369,194,197,2,1
46370,194,198,0,2
46371,194,199,2,4
46372,194,200,2,4
46373,194,201,3,3
46374,194,202,4,4
46375,194,203,3,1
46376,194,204,2,1
46377,194,205,3,3
46378,194,206,2,4
46379,194,207,2,2
46380,194,208,4,1
46381,194,209,3,1
46382,194,210,2,2
46383,194,211,3,2
46384,194,212,4,1
46385,194,213,0,2
46386,194,214,5,4
46387,194,215,2,4
46388,194,216,0,2
46389,194,217,5,3
46390,194,218,3,4
46391,194,219,4,1
46392,194,220,5,3
46393,194,221,0,2
46394,194,222,3,4
46395,194,223,5,2
46396,194,224,3,2
46397,194,225,2,1
46398,194,226,0,2
46399,194,227,2,2
46400,194,228,1,3
46401,194,229,4,5
46402,194,230,1,1
46403,194,231,4,1
46404,194,232,0,2
46405,194,233,5,2
46406,194,234,4,2
46407,194,235,2,3
46408,194,236,3,4
46409,194,237,3,1
46410,195,0,2,2
46411,195,1,3,3
46412,195,2,4,3
46413,195,3,2,3
46414,195,4,3,2
46415,195,5,2,2
46416,195,6,0,3
46417,195,7,0,3
46418,195,8,3,2
46419,195,9,3,2
46420,195,10,2,4
46421,195,11,3,2
46422,195,12,2,3
46423,195,13,4,1
46424,195,14,3,3
46425,195,15,3,2
46426,195,16,3,2
46427,195,17,2,3
46428,195,18,2,3
46429,195,19,2,2
46430,195,20,1,1
46431,195,21,3,1
46432,195,22,2,2
46433,195,23,1,1
46434,195,24,0,3
46435,195,25,4,5
46436,195,26,2,3
46437,195,27,0,3
46438,195,28,2,2
46439,195,29,2,2
46440,195,30,3,2
46441,195,31,4,3
46442,195,32,1,1
46443,195,33,2,1
46444,195,34,1,1
46445,195,35,5,3
46446,195,36,2,4
46447,195,37,4,3
46448,195,38,3,3
